Q178561,battle,Events,#ff3333
Q188055,siege,Events,#ff3333
Q3199915,massacre,Events,#ff3333
Q107706,armistice,Events,#ff3333
Q750215,mass murder,Events,#ff3333
Q891854,bomb attack,Events,#ff3333
Q898712,aircraft hijacking,Events,#ff3333
Q217327,suicide attack,Events,#ff3333
Q135010,war crime,Events,#ff3333
Q467011,invasion,Events,#ff3333
Q138796,resistance movement,Events,#ff3333
Q2223653,terrorist attack,Events,#ff3333
Q175331,Demonstration,Events,#ff3333
Q47150325,calendar day of a given year,Events,#ff3333
Q1679887,student protest,Events,#ff3333
Q43109,referendum,Events,#ff3333
Q57598,national day,Events,#ff3333
Q131569,treaty,Events,#ff3333
Q2558684,world day,Events,#ff3333
Q1197685,public holiday,Events,#ff3333
Q1062856,anniversary,Events,#ff3333
Q11514315,historical period,Events,#ff3333
Q103495,world war,Events,#ff3333
Q13418847,historical event,Events,#ff3333
Q198,war,Events,#ff3333
Q25917154,car bombing,Events,#ff3333
Q20893947,suicide car bombing,Events,#ff3333
Q18493502,suicide bombing,Events,#ff3333
Q124734,rebellion,Events,#ff3333
Q17524420,aspect of history,Events,#ff3333
Q10931,revolution,Events,#ff3333
Q3827292,nonviolent revolution,Events,#ff3333
Q45382,coup d'état,Events,#ff3333
Q180684,conflict,Events,#ff3333
Q132821,murder,Events,#ff3333
Q1139665,political murder,Events,#ff3333
Q906512,shipwrecking,Events,#ff3333
Q645883,military operation,Events,#ff3333
Q831663,military campaign,Events,#ff3333
Q350604,armed conflict,Events,#ff3333
Q83267,crime,Events,#ff3333
Q1214249,plebiscite,Events,#ff3333
Q744913,aviation accident,Events,#ff3333
Q154278,ethnic cleansing,Events,#ff3333
Q105967822,communist crime,Events,#ff3333
Q173462,crime against humanity,Events,#ff3333
Q14795564,recurrent point in time,Events,#ff3333
Q116741026,constitutive treaty,Events,#ff3333
Q375011,religious festival,Events,#ff3333
Q60075825,Christian holy day,Events,#ff3333
Q15275719,recurring event,Events,#ff3333
Q168983,conflagration,Events,#ff3333
Q16560,palace,Buildings,#ffcc33
Q41176,building,Buildings,#ffcc33
Q23413,castle,Buildings,#ffcc33
Q751876,château,Buildings,#ffcc33
Q684740,real property,Buildings,#ffcc33
Q811979,architectural structure,Buildings,#ffcc33
Q1516079,cultural heritage ensemble,Buildings,#ffcc33
Q33506,museum,Buildings,#ffcc33
Q16970,church,Buildings,#ffcc33
Q233324,seminary,Buildings,#ffcc33
Q160742,abbey,Buildings,#ffcc33
Q817056,benedictine abbey,Buildings,#ffcc33
Q163687,basilica,Buildings,#ffcc33
Q120560,minor basilica,Buildings,#ffcc33
Q44613,monastery,Buildings,#ffcc33
Q1564373,mission complex,Buildings,#ffcc33
Q179700,statue,Buildings,#ffcc33
Q1779653,colossal statue,Buildings,#ffcc33
Q3918,university,Buildings,#ffcc33
Q1785071,fort,Buildings,#ffcc33
Q1426271,route nationale,Buildings,#ffcc33
Q19796778,route départementale,Buildings,#ffcc33
Q3950,villa,Buildings,#ffcc33
Q24354,theater,Buildings,#ffcc33
Q153562,opera house,Buildings,#ffcc33
Q18225059,Italian theater,Buildings,#ffcc33
Q14752696,ancient Roman structure,Buildings,#ffcc33
Q82117,city gate,Buildings,#ffcc33
Q11303,skyscraper,Buildings,#ffcc33
Q1088552,Catholic church building,Buildings,#ffcc33
Q34442,road,Buildings,#ffcc33
Q2977,cathedral,Buildings,#ffcc33
Q19899465,former church,Buildings,#ffcc33
